key_id,tournament_id,tournament_name,team_id,team_name,team_code,player_id,family_name,given_name,shirt_number,position_name,position_code,full_name,name_norm,team_norm,has_stats,image_count,folder_path,has_image
13419,WC-2022,2022 FIFA Men's World Cup,T-44,Japan,JPN,P-46913,Asano,Takuma,18,forward,FW,Takuma Asano,takuma asano,japan,True,50.0,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Takuma Asano,True
13420,WC-2022,2022 FIFA Men's World Cup,T-44,Japan,JPN,P-56398,Sakai,Hiroki,19,defender,DF,Hiroki Sakai,hiroki sakai,japan,True,50.0,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Hiroki Sakai,True
13421,WC-2022,2022 FIFA Men's World Cup,T-44,Japan,JPN,P-44328,Machino,Shuto,20,forward,FW,Shuto Machino,shuto machino,japan,True,50.0,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Shuto Machino,True
13422,WC-2022,2022 FIFA Men's World Cup,T-44,Japan,JPN,P-57586,Ueda,Ayase,21,forward,FW,Ayase Ueda,ayase ueda,japan,True,50.0,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Ayase Ueda,True
13423,WC-2022,2022 FIFA Men's World Cup,T-44,Japan,JPN,P-89321,Yoshida,Maya,22,defender,DF,Maya Yoshida,maya yoshida,japan,True,50.0,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Maya Yoshida (captain),True
13424,WC-2022,2022 FIFA Men's World Cup,T-44,Japan,JPN,P-77827,Schmidt,Daniel,23,goal keeper,GK,Daniel Schmidt,daniel schmidt,japan,True,50.0,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Daniel Schmidt,True
13425,WC-2022,2022 FIFA Men's World Cup,T-44,Japan,JPN,P-64056,Soma,Yuki,24,midfielder,MF,Yuki Soma,yuki soma,japan,True,50.0,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Yuki Soma,True
13426,WC-2022,2022 FIFA Men's World Cup,T-44,Japan,JPN,P-30206,Maeda,Daizen,25,forward,FW,Daizen Maeda,daizen maeda,japan,True,50.0,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Daizen Maeda,True
13427,WC-2022,2022 FIFA Men's World Cup,T-44,Japan,JPN,P-41902,Ito,Hiroki,26,defender,DF,Hiroki Ito,hiroki ito,japan,True,50.0,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Hiroki Ito,True
13428,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-94928,Talavera,Alfredo,1,goal keeper,GK,Alfredo Talavera,alfredo talavera,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Alfredo Talavera,True
13429,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-38529,Araujo,Néstor,2,defender,DF,Néstor Araujo,nestor araujo,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_N├⌐stor Araujo,True
13430,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-36212,Montes,César,3,defender,DF,César Montes,cesar montes,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_C├⌐sar Montes,True
13431,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-26546,Álvarez,Edson,4,defender,DF,Edson Álvarez,edson alvarez,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Edson ├ülvarez,True
13432,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-09877,Vásquez,Johan,5,defender,DF,Johan Vásquez,johan vasquez,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Johan V├ísquez,True
13433,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-96510,Arteaga,Gerardo,6,defender,DF,Gerardo Arteaga,gerardo arteaga,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Gerardo Arteaga,True
13434,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-26412,Romo,Luis,7,midfielder,MF,Luis Romo,luis romo,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Luis Romo,True
13435,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-19618,Rodríguez,Carlos,8,midfielder,MF,Carlos Rodríguez,carlos rodriguez,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Carlos Rodr├¡guez,True
13436,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-57865,Jiménez,Raúl,9,forward,FW,Raúl Jiménez,raul jimenez,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Ra├║l Jim├⌐nez,True
13437,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-64182,Vega,Alexis,10,forward,FW,Alexis Vega,alexis vega,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Alexis Vega,True
13438,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-51689,Funes Mori,Rogelio,11,forward,FW,Rogelio Funes Mori,rogelio funes mori,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Rogelio Funes Mori,True
13439,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-96662,Cota,Rodolfo,12,goal keeper,GK,Rodolfo Cota,rodolfo cota,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Rodolfo Cota,True
13440,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-80826,Ochoa,Guillermo,13,goal keeper,GK,Guillermo Ochoa,guillermo ochoa,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Guillermo Ochoa,True
13441,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-64299,Gutiérrez,Érick,14,midfielder,MF,Érick Gutiérrez,erick gutierrez,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_├ërick Guti├⌐rrez,True
13442,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-21208,Moreno,Héctor,15,defender,DF,Héctor Moreno,hector moreno,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_H├⌐ctor Moreno,True
13443,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-42911,Herrera,Héctor,16,midfielder,MF,Héctor Herrera,hector herrera,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_H├⌐ctor Herrera,True
13444,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-95198,Pineda,Orbelín,17,forward,FW,Orbelín Pineda,orbelin pineda,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Orbel├¡n Pineda,True
13445,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-40312,Guardado,Andrés,18,midfielder,MF,Andrés Guardado,andres guardado,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Andr├⌐s Guardado (captain),True
13446,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-24062,Sánchez,Jorge,19,defender,DF,Jorge Sánchez,jorge sanchez,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Jorge S├ínchez,True
13447,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-49482,Martín,Henry,20,forward,FW,Henry Martín,henry martin,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Henry Mart├¡n,True
13448,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-81433,Antuna,Uriel,21,forward,FW,Uriel Antuna,uriel antuna,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Uriel Antuna,True
13449,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-24705,Lozano,Hirving,22,forward,FW,Hirving Lozano,hirving lozano,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Hirving Lozano,True
13450,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-80088,Gallardo,Jesús,23,defender,DF,Jesús Gallardo,jesus gallardo,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Jes├║s Gallardo,True
13451,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-49806,Chávez,Luis,24,midfielder,MF,Luis Chávez,luis chavez,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Luis Ch├ívez,True
13452,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-73491,Alvarado,Roberto,25,forward,FW,Roberto Alvarado,roberto alvarado,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Roberto Alvarado,True
13453,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,P-09058,Álvarez,Kevin,26,defender,DF,Kevin Álvarez,kevin alvarez,mexico,True,50.0,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Kevin ├ülvarez,True
13454,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-50688,Bounou,Yassine,1,goal keeper,GK,Yassine Bounou,yassine bounou,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Yassine Bounou,True
13455,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-45288,Hakimi,Achraf,2,defender,DF,Achraf Hakimi,achraf hakimi,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Achraf Hakimi,True
13456,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-09614,Mazraoui,Noussair,3,defender,DF,Noussair Mazraoui,noussair mazraoui,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Noussair Mazraoui,True
13457,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-71023,Amrabat,Sofyan,4,midfielder,MF,Sofyan Amrabat,sofyan amrabat,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Sofyan Amrabat,True
13458,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-47490,Aguerd,Nayef,5,defender,DF,Nayef Aguerd,nayef aguerd,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Nayef Aguerd,True
13459,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-26068,Saïss,Romain,6,defender,DF,Romain Saïss,romain saiss,morocco,False,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Romain Sa├»ss (captain),True
13460,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-70715,Ziyech,Hakim,7,midfielder,MF,Hakim Ziyech,hakim ziyech,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Hakim Ziyech,True
13461,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-40619,Ounahi,Azzedine,8,midfielder,MF,Azzedine Ounahi,azzedine ounahi,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Azzedine Ounahi,True
13462,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-90423,Hamdallah,Abderrazak,9,forward,FW,Abderrazak Hamdallah,abderrazak hamdallah,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Abderrazak Hamdallah,True
13463,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-94093,Zaroury,Anass,10,midfielder,MF,Anass Zaroury,anass zaroury,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Anass Zaroury,True
13464,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-05265,Sabiri,Abdelhamid,11,forward,FW,Abdelhamid Sabiri,abdelhamid sabiri,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Abdelhamid Sabiri,True
13465,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-15566,Mohamedi,Munir,12,goal keeper,GK,Munir Mohamedi,munir mohamedi,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Munir Mohamedi,True
13466,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-87409,Chair,Ilias,13,midfielder,MF,Ilias Chair,ilias chair,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Ilias Chair,True
13467,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-48295,Aboukhlal,Zakaria,14,midfielder,MF,Zakaria Aboukhlal,zakaria aboukhlal,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Zakaria Aboukhlal,True
13468,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-23330,Amallah,Selim,15,midfielder,MF,Selim Amallah,selim amallah,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Selim Amallah,True
13469,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-21052,Ezzalzouli,Abde,16,forward,FW,Abde Ezzalzouli,abde ezzalzouli,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Abde Ezzalzouli,True
13470,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-59033,Boufal,Sofiane,17,midfielder,MF,Sofiane Boufal,sofiane boufal,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Sofiane Boufal,True
13471,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-14026,El Yamiq,Jawad,18,defender,DF,Jawad El Yamiq,jawad el yamiq,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Jawad El Yamiq,True
13472,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-42517,En-Nesyri,Youssef,19,forward,FW,Youssef En-Nesyri,youssef en nesyri,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Youssef En-Nesyri,True
13473,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-52013,Dari,Achraf,20,defender,DF,Achraf Dari,achraf dari,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Achraf Dari,True
13474,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-05216,Cheddira,Walid,21,forward,FW,Walid Cheddira,walid cheddira,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Walid Cheddira,True
13475,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-88869,Tagnaouti,Ahmed Reda,22,goal keeper,GK,Ahmed Reda Tagnaouti,ahmed reda tagnaouti,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Ahmed Reda Tagnaouti,True
13476,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-80656,El Khannous,Bilal,23,midfielder,MF,Bilal El Khannous,bilal el khannous,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Bilal El Khannous,True
13477,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-00597,Benoun,Badr,24,defender,DF,Badr Benoun,badr benoun,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Badr Benoun,True
13478,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-91543,Attiyat Allah,Yahia,25,defender,DF,Yahia Attiyat Allah,yahia attiyat allah,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Yahia Attiyat Allah,True
13479,WC-2022,2022 FIFA Men's World Cup,T-47,Morocco,MAR,P-86644,Jabrane,Yahya,26,midfielder,MF,Yahya Jabrane,yahya jabrane,morocco,True,50.0,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Yahya Jabrane,True
13480,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-18921,Pasveer,Remko,1,goal keeper,GK,Remko Pasveer,remko pasveer,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Remko Pasveer,True
13481,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-74111,Timber,Jurriën,2,defender,DF,Jurriën Timber,jurrien timber,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Jurri├½n Timber,True
13482,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-73572,de Ligt,Matthijs,3,defender,DF,Matthijs de Ligt,matthijs de ligt,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Matthijs de Ligt,True
13483,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-56029,van Dijk,Virgil,4,defender,DF,Virgil van Dijk,virgil van dijk,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Virgil van Dijk (captain),True
13484,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-64438,Aké,Nathan,5,defender,DF,Nathan Aké,nathan ake,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Nathan Ak├⌐,True
13485,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-70280,de Vrij,Stefan,6,defender,DF,Stefan de Vrij,stefan de vrij,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Stefan de Vrij,True
13486,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-44799,Bergwijn,Steven,7,forward,FW,Steven Bergwijn,steven bergwijn,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Steven Bergwijn,True
13487,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-28911,Gakpo,Cody,8,forward,FW,Cody Gakpo,cody gakpo,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Cody Gakpo,True
13488,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-64551,de Jong,Luuk,9,forward,FW,Luuk de Jong,luuk de jong,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Luuk de Jong,True
13489,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-27540,Depay,Memphis,10,forward,FW,Memphis Depay,memphis depay,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Memphis Depay,True
13490,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-10326,Berghuis,Steven,11,midfielder,MF,Steven Berghuis,steven berghuis,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Steven Berghuis,True
13491,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-57903,Lang,Noa,12,forward,FW,Noa Lang,noa lang,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Noa Lang,True
13492,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-15282,Bijlow,Justin,13,goal keeper,GK,Justin Bijlow,justin bijlow,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Justin Bijlow,True
13493,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-42078,Klaassen,Davy,14,midfielder,MF,Davy Klaassen,davy klaassen,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Davy Klaassen,True
13494,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-55965,de Roon,Marten,15,midfielder,MF,Marten de Roon,marten de roon,netherlands,False,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Marten de Roon,True
13495,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-78630,Malacia,Tyrell,16,defender,DF,Tyrell Malacia,tyrell malacia,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Tyrell Malacia,True
13496,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-39861,Blind,Daley,17,defender,DF,Daley Blind,daley blind,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Daley Blind,True
13497,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-57087,Janssen,Vincent,18,forward,FW,Vincent Janssen,vincent janssen,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Vincent Janssen,True
13498,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-95036,Weghorst,Wout,19,forward,FW,Wout Weghorst,wout weghorst,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Wout Weghorst,True
13499,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-35705,Koopmeiners,Teun,20,midfielder,MF,Teun Koopmeiners,teun koopmeiners,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Teun Koopmeiners,True
13500,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-17688,de Jong,Frenkie,21,midfielder,MF,Frenkie de Jong,frenkie de jong,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Frenkie de Jong,True
13501,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-97615,Dumfries,Denzel,22,defender,DF,Denzel Dumfries,denzel dumfries,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Denzel Dumfries,True
13502,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-82000,Noppert,Andries,23,goal keeper,GK,Andries Noppert,andries noppert,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Andries Noppert,True
13503,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-95763,Taylor,Kenneth,24,midfielder,MF,Kenneth Taylor,kenneth taylor,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Kenneth Taylor,True
13504,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-34458,Simons,Xavi,25,midfielder,MF,Xavi Simons,xavi simons,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Xavi Simons,True
13505,WC-2022,2022 FIFA Men's World Cup,T-48,Netherlands,NLD,P-70227,Frimpong,Jeremie,26,defender,DF,Jeremie Frimpong,jeremie frimpong,netherlands,True,50.0,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Jeremie Frimpong,True
13506,WC-2022,2022 FIFA Men's World Cup,T-57,Poland,POL,P-31606,Szczęsny,Wojciech,1,goal keeper,GK,Wojciech Szczęsny,wojciech szczesny,poland,True,50.0,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Wojciech Szcz─Ösny,True
13507,WC-2022,2022 FIFA Men's World Cup,T-57,Poland,POL,P-17099,Cash,Matty,2,defender,DF,Matty Cash,matty cash,poland,True,50.0,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Matty Cash,True
13508,WC-2022,2022 FIFA Men's World Cup,T-57,Poland,POL,P-61813,Jędrzejczyk,Artur,3,defender,DF,Artur Jędrzejczyk,artur jedrzejczyk,poland,True,50.0,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Artur J─Ödrzejczyk,True
13509,WC-2022,2022 FIFA Men's World Cup,T-57,Poland,POL,P-76995,Wieteska,Mateusz,4,defender,DF,Mateusz Wieteska,mateusz wieteska,poland,True,50.0,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Mateusz Wieteska,True
13510,WC-2022,2022 FIFA Men's World Cup,T-57,Poland,POL,P-10172,Bednarek,Jan,5,defender,DF,Jan Bednarek,jan bednarek,poland,True,50.0,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Jan Bednarek,True
13511,WC-2022,2022 FIFA Men's World Cup,T-57,Poland,POL,P-14593,Bielik,Krystian,6,midfielder,MF,Krystian Bielik,krystian bielik,poland,True,50.0,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Krystian Bielik,True
13512,WC-2022,2022 FIFA Men's World Cup,T-57,Poland,POL,P-12381,Milik,Arkadiusz,7,forward,FW,Arkadiusz Milik,arkadiusz milik,poland,True,50.0,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Arkadiusz Milik,True
13513,WC-2022,2022 FIFA Men's World Cup,T-57,Poland,POL,P-44699,Szymański,Damian,8,midfielder,MF,Damian Szymański,damian szymanski,poland,True,50.0,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Damian Szyma┼äski,True
13514,WC-2022,2022 FIFA Men's World Cup,T-57,Poland,POL,P-00549,Lewandowski,Robert,9,forward,FW,Robert Lewandowski,robert lewandowski,poland,True,50.0,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Robert Lewandowski (captain),True
13515,WC-2022,2022 FIFA Men's World Cup,T-57,Poland,POL,P-45449,Krychowiak,Grzegorz,10,midfielder,MF,Grzegorz Krychowiak,grzegorz krychowiak,poland,True,50.0,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Grzegorz Krychowiak,True
13516,WC-2022,2022 FIFA Men's World Cup,T-57,Poland,POL,P-64261,Grosicki,Kamil,11,midfielder,MF,Kamil Grosicki,kamil grosicki,poland,True,50.0,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Kamil Grosicki,True
13517,WC-2022,2022 FIFA Men's World Cup,T-57,Poland,POL,P-17943,Skorupski,Łukasz,12,goal keeper,GK,Łukasz Skorupski,ukasz skorupski,poland,False,50.0,data\raw\player-images\Images\Images\Group C\Poland Players\Images_┼üukasz Skorupski,True
13518,WC-2022,2022 FIFA Men's World Cup,T-57,Poland,POL,P-83610,Kamiński,Jakub,13,midfielder,MF,Jakub Kamiński,jakub kaminski,poland,True,50.0,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Jakub Kami┼äski,True
13519,WC-2022,2022 FIFA Men's World Cup,T-57,Poland,POL,P-44780,Kiwior,Jakub,14,defender,DF,Jakub Kiwior,jakub kiwior,poland,True,50.0,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Jakub Kiwior,True
13520,WC-2022,2022 FIFA Men's World Cup,T-57,Poland,POL,P-29046,Glik,Kamil,15,defender,DF,Kamil Glik,kamil glik,poland,True,50.0,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Kamil Glik,True
13521,WC-2022,2022 FIFA Men's World Cup,T-57,Poland,POL,P-85630,Świderski,Karol,16,forward,FW,Karol Świderski,karol swiderski,poland,True,50.0,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Karol ┼Üwiderski,True
13522,WC-2022,2022 FIFA Men's World Cup,T-57,Poland,POL,P-31085,Żurkowski,Szymon,17,midfielder,MF,Szymon Żurkowski,szymon zurkowski,poland,True,50.0,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Szymon ┼╗urkowski,True
13523,WC-2022,2022 FIFA Men's World Cup,T-57,Poland,POL,P-42160,Bereszyński,Bartosz,18,defender,DF,Bartosz Bereszyński,bartosz bereszynski,poland,True,50.0,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Bartosz Bereszy┼äski,True
13524,WC-2022,2022 FIFA Men's World Cup,T-57,Poland,POL,P-65512,Szymański,Sebastian,19,midfielder,MF,Sebastian Szymański,sebastian szymanski,poland,True,50.0,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Sebastian Szyma┼äski,True
13525,WC-2022,2022 FIFA Men's World Cup,T-57,Poland,POL,P-32165,Zieliński,Piotr,20,midfielder,MF,Piotr Zieliński,piotr zielinski,poland,True,50.0,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Piotr Zieli┼äski,True
