group,image_team,image_player,name_norm,team_norm,image_count,folder_path
Group E,Costa Rica,Kendall Waston,kendall waston,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Kendall Waston
Group E,Costa Rica,Keylor Navas,keylor navas,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Keylor Navas
Group E,Costa Rica,Keysher Fuller,keysher fuller,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Keysher Fuller
Group E,Costa Rica,Patrick Sequeira,patrick sequeira,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Patrick Sequeira
Group E,Costa Rica,Roan Wilson,roan wilson,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Roan Wilson
Group E,Costa Rica,Rónald Matarrita,ronald matarrita,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_R├│nald Matarrita
Group E,Costa Rica,Yeltsin Tejeda,yeltsin tejeda,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Yeltsin Tejeda
Group E,Costa Rica,Youstin Salas,youstin salas,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Youstin Salas
Group E,Costa Rica,Óscar Duarte,oscar duarte,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_├ôscar Duarte
Group E,Costa Rica,Álvaro Zamora,alvaro zamora,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_├ülvaro Zamora
Group E,Germany,Antonio Rüdiger,antonio rudiger,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Antonio R├╝diger
Group E,Germany,Armel Bella-Kotchap,armel bella kotchap,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Armel Bella-Kotchap
Group E,Germany,Christian Günter,christian gunter,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Christian G├╝nter
Group E,Germany,David Raum,david raum,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_David Raum
Group E,Germany,Jamal Musiala,jamal musiala,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Jamal Musiala
Group E,Germany,Jonas Hofmann,jonas hofmann,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Jonas Hofmann
Group E,Germany,Joshua Kimmich,joshua kimmich,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Joshua Kimmich
Group E,Germany,Julian Brandt,julian brandt,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Julian Brandt
Group E,Germany,Kai Havertz,kai havertz,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Kai Havertz
Group E,Germany,Karim Adeyemi,karim adeyemi,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Karim Adeyemi
Group E,Germany,Kevin Trapp,kevin trapp,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Kevin Trapp
Group E,Germany,Leon Goretzka,leon goretzka,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Leon Goretzka
Group E,Germany,Leroy Sané,leroy sane,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Leroy San├⌐
Group E,Germany,Lukas Klostermann,lukas klostermann,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Lukas Klostermann
Group E,Germany,Manuel Neuer,manuel neuer,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Manuel Neuer (captain)
Group E,Germany,Marc-André ter Stegen,marc andre ter stegen,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Marc-Andr├⌐ ter Stegen
Group E,Germany,Mario Götze,mario gotze,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Mario G├╢tze
Group E,Germany,Matthias Ginter,matthias ginter,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Matthias Ginter
Group E,Germany,Niclas Füllkrug,niclas fullkrug,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Niclas F├╝llkrug
Group E,Germany,Nico Schlotterbeck,nico schlotterbeck,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Nico Schlotterbeck
Group E,Germany,Niklas Süle,niklas sule,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Niklas S├╝le
Group E,Germany,Serge Gnabry,serge gnabry,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Serge Gnabry
Group E,Germany,Thilo Kehrer,thilo kehrer,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Thilo Kehrer
Group E,Germany,Thomas Müller,thomas muller,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Thomas M├╝ller
Group E,Germany,Youssoufa Moukoko,youssoufa moukoko,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_Youssoufa Moukoko
Group E,Germany,İlkay Gündoğan,ilkay gundogan,germany,50,data\raw\player-images\Images\Images\Group E\Germany Players\Images_─░lkay G├╝ndo─ƒan
Group E,Japan,Ao Tanaka,ao tanaka,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Ao Tanaka
Group E,Japan,Ayase Ueda,ayase ueda,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Ayase Ueda
Group E,Japan,Daichi Kamada,daichi kamada,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Daichi Kamada
Group E,Japan,Daizen Maeda,daizen maeda,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Daizen Maeda
Group E,Japan,Daniel Schmidt,daniel schmidt,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Daniel Schmidt
Group E,Japan,Eiji Kawashima,eiji kawashima,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Eiji Kawashima
Group E,Japan,Gaku Shibasaki,gaku shibasaki,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Gaku Shibasaki
Group E,Japan,Hidemasa Morita,hidemasa morita,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Hidemasa Morita
Group E,Japan,Hiroki Ito,hiroki ito,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Hiroki Ito
Group E,Japan,Hiroki Sakai,hiroki sakai,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Hiroki Sakai
Group E,Japan,Junya Ito,junya ito,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Junya Ito
Group E,Japan,Kaoru Mitoma,kaoru mitoma,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Kaoru Mitoma
Group E,Japan,Ko Itakura,ko itakura,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Ko Itakura
Group E,Japan,Maya Yoshida,maya yoshida,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Maya Yoshida (captain)
Group E,Japan,Miki Yamane,miki yamane,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Miki Yamane
Group E,Japan,Ritsu Dōan,ritsu doan,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Ritsu D┼ìan
Group E,Japan,Shogo Taniguchi,shogo taniguchi,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Shogo Taniguchi
Group E,Japan,Shuto Machino,shuto machino,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Shuto Machino
Group E,Japan,Shūichi Gonda,shuichi gonda,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Sh┼½ichi Gonda
Group E,Japan,Takefusa Kubo,takefusa kubo,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Takefusa Kubo
Group E,Japan,Takehiro Tomiyasu,takehiro tomiyasu,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Takehiro Tomiyasu
Group E,Japan,Takuma Asano,takuma asano,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Takuma Asano
Group E,Japan,Takumi Minamino,takumi minamino,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Takumi Minamino
Group E,Japan,Wataru Endo,wataru endo,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Wataru Endo
Group E,Japan,Yuki Soma,yuki soma,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Yuki Soma
Group E,Japan,Yuto Nagatomo,yuto nagatomo,japan,50,data\raw\player-images\Images\Images\Group E\Japan Players\Images_Yuto Nagatomo
Group E,Spain,Alejandro Balde,alejandro balde,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Alejandro Balde
Group E,Spain,Ansu Fati,ansu fati,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Ansu Fati
Group E,Spain,Aymeric Laporte,aymeric laporte,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Aymeric Laporte
Group E,Spain,Carlos Soler,carlos soler,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Carlos Soler
Group E,Spain,César Azpilicueta,cesar azpilicueta,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_C├⌐sar Azpilicueta
Group E,Spain,Dani Carvajal,dani carvajal,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Dani Carvajal
Group E,Spain,Dani Olmo,dani olmo,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Dani Olmo
Group E,Spain,David Raya,david raya,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_David Raya
Group E,Spain,Eric García,eric garcia,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Eric Garc├¡a
Group E,Spain,Ferran Torres,ferran torres,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Ferran Torres
Group E,Spain,Gavi,gavi,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Gavi
Group E,Spain,Hugo Guillamón,hugo guillamon,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Hugo Guillam├│n
Group E,Spain,Jordi Alba,jordi alba,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Jordi Alba
Group E,Spain,Koke,koke,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Koke
Group E,Spain,Marco Asensio,marco asensio,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Marco Asensio
Group E,Spain,Marcos Llorente,marcos llorente,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Marcos Llorente
Group E,Spain,Nico Williams,nico williams,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Nico Williams
Group E,Spain,Pablo Sarabia,pablo sarabia,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Pablo Sarabia
Group E,Spain,Pau Torres,pau torres,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Pau Torres
Group E,Spain,Pedri,pedri,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Pedri
Group E,Spain,Robert Sánchez,robert sanchez,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Robert S├ínchez
Group E,Spain,Rodri,rodri,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Rodri
Group E,Spain,Sergio Busquets,sergio busquets,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Sergio Busquets (captain)
Group E,Spain,Unai Simón,unai simon,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Unai Sim├│n
Group E,Spain,Yeremy Pino,yeremy pino,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_Yeremy Pino
Group E,Spain,Álvaro Morata,alvaro morata,spain,50,data\raw\player-images\Images\Images\Group E\Spain Players\Images_├ülvaro Morata
Group F,Belgium,Amadou Onana,amadou onana,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Amadou Onana
Group F,Belgium,Arthur Theate,arthur theate,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Arthur Theate
Group F,Belgium,Axel Witsel,axel witsel,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Axel Witsel
Group F,Belgium,Charles De Ketelaere,charles de ketelaere,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Charles De Ketelaere
Group F,Belgium,Dries Mertens,dries mertens,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Dries Mertens
Group F,Belgium,Eden Hazard,eden hazard,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Eden Hazard (captain)
Group F,Belgium,Hans Vanaken,hans vanaken,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Hans Vanaken
Group F,Belgium,Jan Vertonghen,jan vertonghen,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Jan Vertonghen
Group F,Belgium,Jérémy Doku,jeremy doku,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_J├⌐r├⌐my Doku
Group F,Belgium,Kevin De Bruyne,kevin de bruyne,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Kevin De Bruyne
Group F,Belgium,Koen Casteels,koen casteels,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Koen Casteels
Group F,Belgium,Leander Dendoncker,leander dendoncker,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Leander Dendoncker
Group F,Belgium,Leandro Trossard,leandro trossard,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Leandro Trossard
Group F,Belgium,Loïs Openda,lois openda,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Lo├»s Openda
Group F,Belgium,Michy Batshuayi,michy batshuayi,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Michy Batshuayi
Group F,Belgium,Romelu Lukaku,romelu lukaku,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Romelu Lukaku
Group F,Belgium,Simon Mignolet,simon mignolet,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Simon Mignolet
Group F,Belgium,Thibaut Courtois,thibaut courtois,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Thibaut Courtois
Group F,Belgium,Thomas Meunier,thomas meunier,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Thomas Meunier
Group F,Belgium,Thorgan Hazard,thorgan hazard,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Thorgan Hazard
Group F,Belgium,Timothy Castagne,timothy castagne,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Timothy Castagne
Group F,Belgium,Toby Alderweireld,toby alderweireld,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Toby Alderweireld
Group F,Belgium,Wout Faes,wout faes,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Wout Faes
Group F,Belgium,Yannick Carrasco,yannick carrasco,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Yannick Carrasco
Group F,Belgium,Youri Tielemans,youri tielemans,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Youri Tielemans
Group F,Belgium,Zeno Debast,zeno debast,belgium,50,data\raw\player-images\Images\Images\Group F\Belgium Players\Images_Zeno Debast
Group F,Canada,Alistair Johnston,alistair johnston,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Alistair Johnston
Group F,Canada,Alphonso Davies,alphonso davies,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Alphonso Davies
Group F,Canada,Atiba Hutchinson,atiba hutchinson,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Atiba Hutchinson (captain)
Group F,Canada,Cyle Larin,cyle larin,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Cyle Larin
Group F,Canada,David Wotherspoon,david wotherspoon,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_David Wotherspoon
Group F,Canada,Dayne St. Clair,dayne st clair,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Dayne St. Clair
Group F,Canada,Derek Cornelius,derek cornelius,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Derek Cornelius
Group F,Canada,Iké Ugbo,ike ugbo,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Ik├⌐ Ugbo
Group F,Canada,Ismaël Koné,ismael kone,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Isma├½l Kon├⌐
Group F,Canada,James Pantemis,james pantemis,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_James Pantemis
Group F,Canada,Joel Waterman,joel waterman,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Joel Waterman
Group F,Canada,Jonathan David,jonathan david,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Jonathan David
Group F,Canada,Jonathan Osorio,jonathan osorio,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Jonathan Osorio
Group F,Canada,Junior Hoilett,junior hoilett,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Junior Hoilett
Group F,Canada,Kamal Miller,kamal miller,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Kamal Miller
Group F,Canada,Liam Fraser,liam fraser,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Liam Fraser
Group F,Canada,Liam Millar,liam millar,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Liam Millar
Group F,Canada,Lucas Cavallini,lucas cavallini,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Lucas Cavallini
Group F,Canada,Mark-Anthony Kaye,mark anthony kaye,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Mark-Anthony Kaye
Group F,Canada,Milan Borjan,milan borjan,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Milan Borjan
Group F,Canada,Richie Laryea,richie laryea,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Richie Laryea
Group F,Canada,Sam Adekugbe,sam adekugbe,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Sam Adekugbe
Group F,Canada,Samuel Piette,samuel piette,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Samuel Piette
Group F,Canada,Stephen Eustáquio,stephen eustaquio,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Stephen Eust├íquio
Group F,Canada,Steven Vitória,steven vitoria,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Steven Vit├│ria
Group F,Canada,Tajon Buchanan,tajon buchanan,canada,50,data\raw\player-images\Images\Images\Group F\Canada Players\Images_Tajon Buchanan
Group F,Croatia,Andrej Kramarić,andrej kramaric,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Andrej Kramari─ç
Group F,Croatia,Ante Budimir,ante budimir,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Ante Budimir
Group F,Croatia,Borna Barišić,borna barisic,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Borna Bari┼íi─ç
Group F,Croatia,Borna Sosa,borna sosa,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Borna Sosa
Group F,Croatia,Bruno Petković,bruno petkovic,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Bruno Petkovi─ç
Group F,Croatia,Dejan Lovren,dejan lovren,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Dejan Lovren
Group F,Croatia,Domagoj Vida,domagoj vida,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Domagoj Vida
Group F,Croatia,Dominik Livaković,dominik livakovic,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Dominik Livakovi─ç
Group F,Croatia,Ivan Perišić,ivan perisic,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Ivan Peri┼íi─ç
Group F,Croatia,Ivica Ivušić,ivica ivusic,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Ivica Ivu┼íi─ç
Group F,Croatia,Ivo Grbić,ivo grbic,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Ivo Grbi─ç
Group F,Croatia,Josip Juranović,josip juranovic,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Josip Juranovi─ç
Group F,Croatia,Josip Stanišić,josip stanisic,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Josip Stani┼íi─ç
Group F,Croatia,Josip Šutalo,josip sutalo,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Josip ┼áutalo
Group F,Croatia,Joško Gvardiol,josko gvardiol,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Jo┼íko Gvardiol
Group F,Croatia,Kristijan Jakić,kristijan jakic,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Kristijan Jaki─ç
Group F,Croatia,Lovro Majer,lovro majer,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Lovro Majer
Group F,Croatia,Luka Modrić,luka modric,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Luka Modri─ç (captain)
Group F,Croatia,Luka Sučić,luka sucic,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Luka Su─ìi─ç
Group F,Croatia,Marcelo Brozović,marcelo brozovic,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Marcelo Brozovi─ç
Group F,Croatia,Mario Pašalić,mario pasalic,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Mario Pa┼íali─ç
Group F,Croatia,Marko Livaja,marko livaja,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Marko Livaja
Group F,Croatia,Martin Erlić,martin erlic,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Martin Erli─ç
Group F,Croatia,Mateo Kovačić,mateo kovacic,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Mateo Kova─ìi─ç
Group F,Croatia,Mislav Oršić,mislav orsic,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Mislav Or┼íi─ç
Group F,Croatia,Nikola Vlašić,nikola vlasic,croatia,50,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Nikola Vla┼íi─ç
Group F,Morocco,Abde Ezzalzouli,abde ezzalzouli,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Abde Ezzalzouli
Group F,Morocco,Abdelhamid Sabiri,abdelhamid sabiri,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Abdelhamid Sabiri
Group F,Morocco,Abderrazak Hamdallah,abderrazak hamdallah,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Abderrazak Hamdallah
Group F,Morocco,Achraf Dari,achraf dari,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Achraf Dari
Group F,Morocco,Achraf Hakimi,achraf hakimi,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Achraf Hakimi
Group F,Morocco,Ahmed Reda Tagnaouti,ahmed reda tagnaouti,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Ahmed Reda Tagnaouti
Group F,Morocco,Anass Zaroury,anass zaroury,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Anass Zaroury
Group F,Morocco,Azzedine Ounahi,azzedine ounahi,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Azzedine Ounahi
Group F,Morocco,Badr Benoun,badr benoun,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Badr Benoun
Group F,Morocco,Bilal El Khannous,bilal el khannous,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Bilal El Khannous
Group F,Morocco,Hakim Ziyech,hakim ziyech,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Hakim Ziyech
Group F,Morocco,Ilias Chair,ilias chair,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Ilias Chair
Group F,Morocco,Jawad El Yamiq,jawad el yamiq,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Jawad El Yamiq
Group F,Morocco,Munir Mohamedi,munir mohamedi,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Munir Mohamedi
Group F,Morocco,Nayef Aguerd,nayef aguerd,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Nayef Aguerd
Group F,Morocco,Noussair Mazraoui,noussair mazraoui,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Noussair Mazraoui
Group F,Morocco,Romain Saïss,romain saiss,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Romain Sa├»ss (captain)
Group F,Morocco,Selim Amallah,selim amallah,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Selim Amallah
Group F,Morocco,Sofiane Boufal,sofiane boufal,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Sofiane Boufal
Group F,Morocco,Sofyan Amrabat,sofyan amrabat,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Sofyan Amrabat
Group F,Morocco,Walid Cheddira,walid cheddira,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Walid Cheddira
Group F,Morocco,Yahia Attiyat Allah,yahia attiyat allah,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Yahia Attiyat Allah
Group F,Morocco,Yahya Jabrane,yahya jabrane,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Yahya Jabrane
Group F,Morocco,Yassine Bounou,yassine bounou,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Yassine Bounou
Group F,Morocco,Youssef En-Nesyri,youssef en nesyri,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Youssef En-Nesyri
Group F,Morocco,Zakaria Aboukhlal,zakaria aboukhlal,morocco,50,data\raw\player-images\Images\Images\Group F\Morocco players\Images_Zakaria Aboukhlal
Group G,Brazil,Alex Sandro,alex sandro,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Alex Sandro
Group G,Brazil,Alex Telles,alex telles,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Alex Telles
Group G,Brazil,Alisson,alisson,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Alisson
Group G,Brazil,Antony,antony,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Antony
Group G,Brazil,Bremer,bremer,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Bremer
Group G,Brazil,Bruno Guimarães,bruno guimaraes,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Bruno Guimar├úes
Group G,Brazil,Casemiro,casemiro,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Casemiro
Group G,Brazil,Dani Alves,dani alves,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Dani Alves
Group G,Brazil,Danilo,danilo,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Danilo
Group G,Brazil,Ederson,ederson,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Ederson
Group G,Brazil,Fabinho,fabinho,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Fabinho
